Source,Target
He said: â€˜I had wondered whether a <b>work</b> so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could rise and sail.â€™,piece
He said: â€˜I had wondered whether a <b>thing</b> so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could rise and sail.â€™,piece
He said: â€˜I had wondered whether a <b>object</b> so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could rise and sail.â€™,piece
He said: â€˜I had wondered whether a <b>item</b> so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could rise and sail.â€™,piece
He said: â€˜I had wondered whether a piece so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could <b>ascend</b> and sail.â€™,rise
He said: â€˜I had wondered whether a piece so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could <b>surface</b> and sail.â€™,rise
He said: â€˜I had wondered whether a piece so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could <b>soar</b> and sail.â€™,rise
He said: â€˜I had wondered whether a piece so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could <b>arise</b> and sail.â€™,rise
He said: â€˜I had wondered whether a piece so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could <b>ascent</b> and sail.â€™,rise
"But the resulting <b>combination</b> of hymns, folksy tunes and recitatives â€” at times of intoxicating banality â€” was a sensation.",mixture
"But the resulting <b>collection</b> of hymns, folksy tunes and recitatives â€” at times of intoxicating banality â€” was a sensation.",mixture
"The opera, like Gershwin's Porgy and Bess the following year, used an all-Black cast and the staging and choreography gave it a British <b>link</b> since it was by Frederick Ashton.",connection
"The opera, like Gershwin's Porgy and Bess the following year, used an all-Black cast and the staging and choreography gave it a British <b>root</b> since it was by Frederick Ashton.",connection
"The opera, like Gershwin's Porgy and Bess the following year, used an all-Black cast and the staging and choreography gave it a British <b>association</b> since it was by Frederick Ashton.",connection
"In 1936, three years before Aaron Copland, Thomson started writing film scores which were a <b>prototype</b> of unobtrusive clarity and pertinence, combining American materials to suit documentaries such as The Plow that Broke the Plains and The River with the musique d'ameublement approach of Satie.",model
"In 1936, three years before Aaron Copland, Thomson started writing film scores which were a <b>standard</b> of unobtrusive clarity and pertinence, combining American materials to suit documentaries such as The Plow that Broke the Plains and The River with the musique d'ameublement approach of Satie.",model
"In 1936, three years before Aaron Copland, Thomson started writing film scores which were a <b>epitome</b> of unobtrusive clarity and pertinence, combining American materials to suit documentaries such as The Plow that Broke the Plains and The River with the musique d'ameublement approach of Satie.",model
"In 1936, three years before Aaron Copland, Thomson started writing film scores which were a <b>example</b> of unobtrusive clarity and pertinence, combining American materials to suit documentaries such as The Plow that Broke the Plains and The River with the musique d'ameublement approach of Satie.",model
"In 1936, three years before Aaron Copland, Thomson started writing film scores which were a <b>blueprint</b> of unobtrusive clarity and pertinence, combining American materials to suit documentaries such as The Plow that Broke the Plains and The River with the musique d'ameublement approach of Satie.",model
"Just as Thomson <b>transposed</b> Stein's literary abstraction to music, so these portraits unusually employ the painter's technique of drawing the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.",transferred
"Just as Thomson <b>transmitted</b> Stein's literary abstraction to music, so these portraits unusually employ the painter's technique of drawing the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.",transferred
"Just as Thomson <b>reassign</b> Stein's literary abstraction to music, so these portraits unusually employ the painter's technique of drawing the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.",transferred
"Just as Thomson transferred Stein's literary abstraction to music, so these portraits unusually employ the <b>artist</b>'s technique of drawing the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.",painter
"Just as Thomson transferred Stein's literary abstraction to music, so these portraits unusually employ the <b>artists</b>'s technique of drawing the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.",painter
"Just as Thomson transferred Stein's literary abstraction to music, so these portraits unusually employ the painter's technique of <b>sketching</b> the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.",drawing
"Just as Thomson transferred Stein's literary abstraction to music, so these portraits unusually employ the painter's technique of <b>portraying</b> the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.",drawing
